age,wc,education,marital status,race,gender,hours per week,IncomeClass
27, Private, HS-grad, Never-married, Other, Female,40, <=50K
36, Private, HS-grad,Married, White, Male,40, <=50K
25, Private, Some-college, Never-married, White, Male,60, <=50K
55, Private, Bachelors,Married, White, Male,50, >50K
22, Local-gov, Some-college, Never-married, White, Female,21, <=50K
43, Private, Some-college,Married, White, Female,15, <=50K
46, Private, HS-grad, Divorced, White, Male,45, <=50K
54, Federal-gov, HS-grad, Never-married, White, Female,20, <=50K
19, Private, Some-college, Never-married, Black, Male,30, <=50K
24, Private, HS-grad,Married, White, Male,40, <=50K
34, Private, Bachelors,Married, White, Male,50, >50K
48, Private, HS-grad, Divorced, White, Female,52, <=50K
47, Private, HS-grad,Married, White, Male,25, <=50K
52, Private, HS-grad,Married, White, Male,60, >50K
41, Private, Bachelors,Married, White, Male,50, >50K
51, Private, HS-grad, Divorced, White, Female,40, <=50K
36, Private, Bachelors,Married, Asian-Pac-Islander, Male,45, <=50K
33, Private, Some-college,Married, White, Male,50, >50K
46, Private, Bachelors,Married, White, Male,45, >50K
50, Private, HS-grad, Divorced, Asian-Pac-Islander, Female,40, <=50K
33, Private, Some-college,Married, White, Male,40, <=50K
39, Private, Masters, Never-married, Black, Male,52, >50K
41, Private, HS-grad,Married, White, Male,50, >50K
32, Private, Bachelors, Never-married, White, Male,55, <=50K
56, Federal-gov, HS-grad,Married, Amer-Indian-Eskimo, Male,40, <=50K
24, Private, HS-grad, Divorced, White, Female,45, >50K
31, Private, HS-grad,Married, Other, Male,40, <=50K
45, Private, Bachelors,Married, White, Male,55, >50K
23, Private, Some-college, Never-married, White, Female,40, <=50K
25, Private, HS-grad,Married, Black, Male,30, <=50K
19, Private, HS-grad, Never-married, White, Male,45, <=50K
41, Private, Bachelors,Married, White, Male,40, >50K
74, Private, Prof-school, Widowed, Black, Female,20, <=50K
23, Private, HS-grad, Never-married, White, Female,40, <=50K
41, Federal-gov, HS-grad,Married, White, Male,40, >50K
25, Private, Masters, Never-married, White, Male,20, <=50K
42, Private, HS-grad,Married, Amer-Indian-Eskimo, Male,60, <=50K
24, Private, Bachelors, Never-married, White, Female,40, <=50K
52, Federal-gov, HS-grad,Married, White, Male,40, >50K
32, Private, HS-grad, Never-married, White, Male,60, <=50K
54, Private, HS-grad,Married, White, Male,45, <=50K
32, Private, Bachelors,Married, White, Male,40, >50K
33, Private, Bachelors,Married, White, Female,40, >50K
42, Local-gov, Bachelors, Divorced, White, Female,50, <=50K
19, Private, HS-grad, Never-married, White, Female,40, <=50K
46, Private, Some-college,Married, White, Male,40, <=50K
32, Private, Some-college, Never-married, White, Female,50, <=50K
28, Private, HS-grad,Married, White, Female,40, <=50K
23, Private, HS-grad, Never-married, Black, Female,40, <=50K
43, Private, Masters,Married, White, Male,50, <=50K
34, Private, Bachelors,Married, White, Male,40, >50K
19, Private, Some-college, Never-married, Asian-Pac-Islander, Male,40, <=50K
37, Private, Some-college,Married, Asian-Pac-Islander, Male,55, <=50K
27, Private, Bachelors, Never-married, Asian-Pac-Islander, Female,40, <=50K
18, Private, HS-grad, Never-married, White, Female,24, <=50K
31, Private, Some-college, Widowed, White, Female,40, <=50K
49, Private, HS-grad,Married, White, Male,50, <=50K
26, Federal-gov, Prof-school,Married, White, Male,60, <=50K
48, Private, HS-grad,Married, White, Male,45, >50K
39, Private, HS-grad,Married, Black, Male,40, <=50K
40, Private, Bachelors, Divorced, White, Female,40, >50K
70, Private, Bachelors,Married, White, Male,70, >50K
20, Private, HS-grad, Never-married, White, Male,43, <=50K
49, Private, Some-college, Widowed, White, Female,40, >50K
51, Private, HS-grad,Married, White, Male,40, >50K
38, Private, Prof-school, Never-married, White, Male,50, <=50K
34, Private, HS-grad,Married, White, Male,40, <=50K
33, Private, Some-college, Never-married, White, Male,40, <=50K
31, Private, Some-college, Never-married, White, Female,45, <=50K
64, Private, Some-college, Widowed, White, Female,40, <=50K
26, Local-gov, Bachelors,Married, White, Male,28, <=50K
55, Private, Some-college,Married, White, Male,40, <=50K
61, Local-gov, Bachelors,Married, White, Male,40, <=50K
37, Private, HS-grad,Married, White, Male,40, >50K
78, Local-gov, Bachelors,Married, White, Male,15, <=50K
27, Federal-gov, Some-college, Never-married, Black, Female,40, <=50K
49, Private, HS-grad, Divorced, White, Male,42, <=50K
42, Private, Bachelors,Married, White, Male,58, <=50K
46, Local-gov, HS-grad,Married, White, Male,40, <=50K
24, Private, Bachelors, Never-married, White, Male,40, <=50K
27, Private, Some-college,Married, White, Male,70, <=50K
47, Private, HS-grad,Married, White, Male,55, >50K
18, Private, Some-college, Divorced, White, Male,15, <=50K
48, Private, HS-grad,Married, White, Male,50, <=50K
34, Private, HS-grad, Never-married, White, Female,40, <=50K
56, Federal-gov, Bachelors,Married, White, Male,40, <=50K
21, Private, Some-college, Never-married, White, Female,25, <=50K
40, Private, HS-grad, Divorced, White, Female,40, <=50K
27, Local-gov, HS-grad,Married, White, Male,50, <=50K
46, Private, HS-grad, Divorced, White, Female,30, <=50K
23, Private, HS-grad, Never-married, White, Female,40, <=50K
50, Private, Some-college,Married, White, Male,45, >50K
19, Private, Some-college, Never-married, White, Male,50, <=50K
20, Private, HS-grad, Never-married, White, Male,40, <=50K
39, Private, Some-college, Divorced, White, Female,40, >50K
42, Private, Bachelors, Divorced, White, Male,45, <=50K
51, Private, Bachelors, Divorced, Amer-Indian-Eskimo, Male,50, <=50K
39, Private, HS-grad,Married, White, Male,50, >50K
40, Local-gov, Some-college, Never-married, Amer-Indian-Eskimo, Female,35, <=50K
34, Private, Some-college,Married, White, Male,55, >50K
26, Private, HS-grad, Never-married, White, Female,40, <=50K
45, Local-gov, Bachelors, Divorced, White, Female,50, >50K
28, Private, Masters, Never-married, White, Female,40, >50K
30, Federal-gov, Bachelors, Never-married, White, Male,40, >50K
32, Private, HS-grad, Never-married, White, Female,40, <=50K
19, Private, Some-college, Never-married, White, Female,25, <=50K
21, Private, HS-grad, Never-married, White, Male,35, <=50K
54, Private, HS-grad,Married, Black, Female,20, <=50K
62, Private, Prof-school,Married, White, Male,30, >50K
25, Private, Some-college, Never-married, White, Male,48, <=50K
32, Private, HS-grad,Married, White, Male,40, >50K
26, Private, Some-college, Never-married, White, Male,40, <=50K
37, Local-gov, HS-grad,Married, White, Male,40, >50K
58, Private, HS-grad, Divorced, White, Female,40, <=50K
37, Private, Some-college,Married, White, Female,45, >50K
41, Private, HS-grad, Never-married, White, Female,40, <=50K
38, Private, Bachelors,Married, White, Male,40, >50K
42, Private, HS-grad, Divorced, Black, Male,35, <=50K
43, Private, Some-college,Married, White, Male,40, >50K
34, Private, HS-grad,Married, Black, Male,40, <=50K
57, Private, Some-college, Divorced, White, Female,10, <=50K
32, Private, Some-college,Married, White, Male,55, <=50K
43, Private, Bachelors,Married, White, Male,65, >50K
24, Private, Some-college, Never-married, White, Female,40, <=50K
43, Local-gov, Masters,Married, White, Male,60, >50K
22, Private, HS-grad, Never-married, White, Male,40, <=50K
48, Private, HS-grad,Married, White, Male,50, >50K
51, Private, HS-grad,Married, White, Male,45, >50K
24, Federal-gov, HS-grad, Never-married, White, Female,40, <=50K
19, Private, HS-grad, Never-married, White, Female,40, <=50K
34, Private, Some-college, Divorced, White, Female,30, <=50K
24, Private, HS-grad, Never-married, White, Male,40, <=50K
41, Private, Bachelors,Married, White, Male,48, >50K
24, Private, HS-grad, Divorced, White, Female,38, <=50K
22, Local-gov, Some-college, Never-married, White, Male,40, <=50K
32, Federal-gov, Some-college, Divorced, White, Female,40, <=50K
41, Private, Bachelors, Divorced, White, Female,55, <=50K
20, Private, Some-college, Never-married, White, Male,35, <=50K
31, Private, HS-grad, Never-married, Black, Male,40, <=50K
55, Private, Bachelors,Married, White, Male,18, >50K
26, Private, Bachelors, Never-married, White, Male,40, <=50K
40, Private, HS-grad, Divorced, White, Male,60, <=50K
59, Private, Some-college,Married, White, Male,34, <=50K
61, Private, Some-college,Married, White, Male,45, >50K
31, Private, HS-grad, Never-married, Black, Female,40, <=50K
43, Federal-gov, Masters, Divorced, White, Male,60, >50K
30, Private, Some-college,Married, White, Male,50, <=50K
20, Private, Some-college, Never-married, White, Female,50, <=50K
64, Private, Some-college, Widowed, White, Female,40, <=50K
55, Private, HS-grad, Divorced, White, Female,40, <=50K
34, Private, HS-grad, Divorced, White, Male,55, <=50K
61, Private, HS-grad, Widowed, White, Female,35, <=50K
28, Private, Bachelors,Married, White, Male,40, <=50K
34, Private, HS-grad, Divorced, Black, Female,40, <=50K
26, Private, Bachelors, Never-married, White, Male,45, <=50K
36, Private, Bachelors,Married, White, Male,38, <=50K
47, Private, Bachelors,Married, White, Male,40, >50K
35, Private, Some-college,Married, White, Male,60, <=50K
33, Private, Masters, Never-married, White, Male,20, <=50K
44, Private, HS-grad, Widowed, Black, Female,30, <=50K
41, Private, HS-grad, Divorced, White, Female,30, <=50K
30, Private, Bachelors, Never-married, White, Female,40, <=50K
53, Private, HS-grad, Widowed, Black, Female,20, <=50K
40, Private, HS-grad,Married, White, Female,20, <=50K
24, Private, Some-college, Never-married, White, Male,24, <=50K
27, Private, Bachelors, Never-married, White, Male,40, <=50K
41, Private, Masters, Never-married, White, Female,40, <=50K
31, Private, HS-grad, Never-married, White, Female,40, <=50K
32, Federal-gov, Bachelors,Married, White, Male,40, <=50K
22, Private, Some-college, Never-married, White, Male,48, <=50K
39, Private, Bachelors,Married, Black, Male,30, <=50K
38, Private, HS-grad,Married, White, Female,55, <=50K
23, Private, Some-college, Never-married, White, Male,40, <=50K
36, Private, Masters,Married, White, Male,60, >50K
63, Local-gov, HS-grad,Married, White, Male,55, <=50K
39, Private, Some-college,Married, White, Male,48, <=50K
29, Private, Bachelors, Never-married, Asian-Pac-Islander, Female,40, <=50K
40, Private, HS-grad, Divorced, White, Male,40, <=50K
44, Private, Prof-school, Never-married, White, Male,40, >50K
45, Local-gov, Prof-school, Divorced, Black, Female,40, <=50K
41, Local-gov, Some-college,Married, White, Male,40, >50K
50, Private, Some-college,Married, White, Male,45, >50K
48, Private, Bachelors,Married, White, Male,50, <=50K
36, Private, Some-college,Married, White, Male,60, >50K
21, Private, Some-college, Never-married, White, Female,37, <=50K
27, Private, Some-college, Never-married, White, Male,40, <=50K
47, Private, Masters,Married, White, Male,40, >50K
35, Private, Bachelors,Married, White, Male,55, <=50K
29, Private, Some-college,Married, White, Female,25, <=50K
30, Private, HS-grad, Divorced, White, Male,40, <=50K
30, Private, Some-college,Married, White, Male,40, <=50K
28, Private, HS-grad, Never-married, Black, Male,40, <=50K
47, Local-gov, HS-grad,Married, White, Male,60, >50K
29, Private, HS-grad, Never-married, Black, Male,40, <=50K
31, Private, HS-grad, Never-married, White, Male,40, <=50K
53, Private, Bachelors,Married, Black, Male,40, <=50K
45, Private, Masters, Divorced, White, Female,50, >50K
71, Private, Preschool, Widowed, Black, Male,10, <=50K
39, Private, HS-grad,Married, White, Male,50, >50K
19, Federal-gov, HS-grad,Married, White, Female,40, <=50K
34, Local-gov, Bachelors, Divorced, White, Female,40, <=50K
36, Private, HS-grad,Married, White, Male,45, <=50K
40, Private, HS-grad,Married, White, Female,40, <=50K
56, Private, Prof-school,Married, White, Male,16, <=50K
21, Private, HS-grad, Never-married, White, Female,40, <=50K
48, Private, Bachelors,Married, White, Male,45, >50K
46, Private, HS-grad,Married, White, Male,40, >50K
29, Local-gov, Masters, Never-married, Asian-Pac-Islander, Male,40, <=50K
22, Private, HS-grad, Divorced, White, Female,30, <=50K
47, Private, HS-grad,Married, White, Male,48, >50K
43, Private, HS-grad,Married, White, Male,40, <=50K
42, Private, Some-college,Married, White, Male,40, <=50K
31, Private, Some-college,Married, White, Male,50, <=50K
33, Local-gov, HS-grad, Divorced, White, Female,40, <=50K
28, Private, HS-grad, Never-married, White, Male,30, <=50K
24, Private, Some-college, Never-married, White, Female,40, <=50K
30, Local-gov, Masters, Never-married, White, Female,40, <=50K
26, Private, Masters,Married, White, Female,40, <=50K
38, Private, Some-college, Divorced, White, Female,38, <=50K
30, Private, HS-grad,Married, White, Male,40, >50K
33, Private, Bachelors,Married, White, Male,50, <=50K
40, Private, HS-grad,Married, White, Male,60, >50K
56, Private, HS-grad, Divorced, Black, Male,40, <=50K
40, Private, HS-grad, Never-married, White, Male,40, <=50K
35, Private, HS-grad,Married, Asian-Pac-Islander, Male,40, <=50K
52, Private, HS-grad, Divorced, Black, Female,35, <=50K
28, Private, Bachelors, Never-married, White, Female,40, <=50K
23, Private, Bachelors, Never-married, White, Male,25, <=50K
50, Local-gov, Some-college,Married, White, Male,48, <=50K
34, Private, Some-college, Never-married, Black, Male,40, <=50K
19, Private, HS-grad, Never-married, White, Male,40, <=50K
25, Private, HS-grad, Never-married, Black, Female,35, <=50K
75, Private, Some-college,Married, White, Male,35, >50K
24, Private, HS-grad,Married, White, Male,40, <=50K
31, Private, HS-grad, Never-married, Black, Male,40, <=50K
31, Private, Preschool, Never-married, White, Female,35, <=50K
45, Private, Bachelors,Married, White, Male,55, >50K
31, Private, HS-grad, Never-married, White, Male,42, <=50K
27, Private, Bachelors,Married, White, Male,42, >50K
48, Private, Some-college, Widowed, Black, Female,38, <=50K
34, Private, Bachelors,Married, Black, Male,30, <=50K
26, Private, HS-grad, Never-married, Black, Female,40, <=50K
53, Private, Some-college,Married, White, Male,40, <=50K
60, Private, Bachelors,Married, White, Male,35, >50K
40, Private, Some-college, Divorced, White, Female,40, <=50K
23, Private, Bachelors, Never-married, White, Male,50, <=50K
27, Private, HS-grad, Never-married, White, Female,45, <=50K
38, Private, Some-college,Married, White, Male,44, >50K
27, Private, HS-grad, Never-married, White, Male,35, <=50K
75, Private, HS-grad, Widowed, White, Female,40, <=50K
27, Private, Some-college, Never-married, White, Male,20, <=50K
36, Private, Bachelors,Married, White, Male,45, >50K
35, Private, HS-grad, Divorced, White, Male,35, <=50K
36, Private, HS-grad,Married, White, Male,40, >50K
27, Private, Some-college, Never-married, Black, Female,40, <=50K
34, Private, HS-grad, Divorced, White, Male,35, <=50K
61, Private, Some-college,Married, White, Male,44, >50K
29, Private, HS-grad, Divorced, White, Male,56, <=50K
37, Private, Masters, Never-married, White, Male,40, >50K
28, Private, Some-college, Divorced, White, Female,40, <=50K
23, Private, Bachelors, Never-married, White, Female,30, <=50K
46, Private, Some-college, Never-married, White, Male,40, <=50K
29, Private, Some-college, Never-married, White, Male,40, <=50K
44, Private, Masters,Married, Asian-Pac-Islander, Male,48, <=50K
20, Private, Some-college, Never-married, White, Male,25, <=50K
39, Private, Bachelors, Never-married, White, Male,45, <=50K
37, Private, HS-grad, Divorced, White, Female,32, <=50K
38, Private, HS-grad,Married, White, Male,30, <=50K
33, Private, Some-college, Divorced, White, Female,25, <=50K
49, Private, Some-college, Divorced, White, Male,35, <=50K
26, Private, HS-grad, Never-married, White, Male,40, <=50K
35, Private, HS-grad,Married, White, Male,43, <=50K
42, Private, Bachelors,Married, White, Male,45, >50K
28, Private, HS-grad,Married, White, Male,40, >50K
55, Federal-gov, Bachelors,Married, White, Male,40, >50K
21, Private, HS-grad, Never-married, White, Male,65, <=50K
49, Private, Some-college, Never-married, Black, Female,40, <=50K
57, Private, Prof-school,Married, Asian-Pac-Islander, Male,40, >50K
51, Private, Bachelors,Married, White, Male,40, >50K
24, Private, HS-grad, Never-married, White, Female,32, <=50K
28, Private, HS-grad,Married, White, Male,45, <=50K
22, Private, Some-college, Never-married, White, Male,40, <=50K
60, Private, HS-grad, Widowed, White, Female,40, <=50K
47, Private, Some-college,Married, White, Male,75, >50K
30, Private, HS-grad,Married, White, Male,60, <=50K
61, Private, Masters,Married, White, Male,60, >50K
71, Local-gov, Bachelors, Widowed, White, Female,6, <=50K
42, Private, HS-grad, Divorced, White, Female,40, <=50K
50, Local-gov, Prof-school, Never-married, Black, Female,52, >50K
21, Private, Some-college, Never-married, White, Female,40, <=50K
25, Private, HS-grad, Never-married, White, Male,35, <=50K
54, Private, Some-college, Divorced, White, Male,30, <=50K
31, Private, Bachelors, Never-married, White, Male,40, <=50K
48, Private, Bachelors, Divorced, White, Female,44, <=50K
30, Private, Some-college,Married, White, Male,56, >50K
35, Private, HS-grad,Married, White, Male,60, <=50K
59, Private, HS-grad,Married, White, Male,40, >50K
29, Private, Some-college, Never-married, White, Female,40, <=50K
40, Private, HS-grad,Married, White, Male,40, <=50K
21, Private, Some-college, Never-married, White, Male,15, <=50K
43, Private, Some-college,Married, White, Male,40, <=50K
36, Private, HS-grad, Divorced, White, Male,40, <=50K
41, Private, HS-grad,Married, Asian-Pac-Islander, Male,40, >50K
20, Private, Some-college, Never-married, White, Male,30, <=50K
41, Local-gov, Bachelors, Widowed, White, Female,40, <=50K
34, Private, Some-college, Divorced, White, Male,50, <=50K
27, Private, HS-grad, Never-married, White, Female,40, <=50K
35, Private, Some-college,Married, White, Male,60, >50K
27, Private, HS-grad, Never-married, Black, Male,40, <=50K
20, Private, Some-college, Never-married, White, Male,40, <=50K
18, Private, Some-college, Never-married, White, Female,15, <=50K
32, Private, Bachelors,Married, White, Male,40, <=50K
38, Private, Masters,Married, White, Male,60, >50K
28, Private, Bachelors,Married, White, Male,45, >50K
35, Private, HS-grad, Divorced, White, Female,40, <=50K
28, Private, HS-grad, Never-married, White, Male,40, <=50K
23, Private, Some-college, Never-married, White, Male,30, <=50K
44, Private, HS-grad, Divorced, Black, Female,56, <=50K
46, Local-gov, HS-grad, Divorced, White, Female,25, <=50K
48, Private, Prof-school,Married, White, Male,40, >50K
46, Local-gov, Bachelors,Married, White, Female,70, <=50K
24, Local-gov, Bachelors, Never-married, White, Female,40, <=50K
39, Private, HS-grad,Married, White, Male,40, <=50K
22, Private, Some-college, Divorced, White, Female,40, <=50K
20, Private, Some-college, Never-married, White, Female,20, <=50K
28, Private, Some-college,Married, White, Male,40, <=50K
46, Private, Prof-school,Married, White, Male,50, >50K
42, Local-gov, Bachelors,Married, White, Male,48, >50K
28, Private, Some-college,Married, White, Male,50, >50K
18, Private, Some-college, Never-married, White, Female,20, <=50K
24, Federal-gov, Bachelors, Never-married, Asian-Pac-Islander, Male,40, <=50K
45, Private, Doctorate,Married, White, Male,56, >50K
24, Private, HS-grad, Never-married, White, Male,40, <=50K
44, Private, Bachelors,Married, White, Male,50, >50K
20, Private, Some-college, Never-married, White, Male,30, <=50K
35, Private, Some-college,Married, White, Male,55, <=50K
54, Private, Some-college, Divorced, White, Female,40, <=50K
21, Private, Some-college, Never-married, White, Male,40, <=50K
26, Private, HS-grad,Married, White, Female,40, >50K
19, Private, Some-college, Never-married, White, Female,40, <=50K
55, Private, Masters,Married, White, Male,50, >50K
25, Private, Bachelors, Never-married, White, Male,55, <=50K
26, Private, Some-college,Married, White, Male,40, <=50K
43, Private, Some-college,Married, White, Male,40, <=50K
45, Private, HS-grad, Never-married, White, Male,48, >50K
48, Federal-gov, Bachelors,Married, White, Male,44, >50K
60, Private, HS-grad,Married, White, Male,40, <=50K
37, Federal-gov, HS-grad, Divorced, White, Female,40, <=50K
22, Private, Some-college, Never-married, White, Male,30, <=50K
44, Private, HS-grad,Married, White, Male,65, >50K
27, Private, HS-grad,Married, White, Male,50, <=50K
47, Local-gov, HS-grad,Married, White, Male,40, <=50K
32, Private, Masters,Married, Black, Male,40, >50K
40, Private, Bachelors,Married, White, Male,50, >50K
41, Private, HS-grad,Married, White, Male,40, <=50K
26, Private, Bachelors, Never-married, White, Female,40, <=50K
47, Private, Some-college,Married, Asian-Pac-Islander, Male,40, <=50K
38, Private, HS-grad,Married, White, Male,40, <=50K
56, Federal-gov, Bachelors,Married, White, Male,40, >50K
41, Private, HS-grad,Married, White, Male,49, >50K
33, Private, HS-grad,Married, White, Male,45, >50K
33, Private, Prof-school, Never-married, White, Male,42, >50K
21, Private, Some-college,Married, White, Male,40, <=50K
59, Local-gov, HS-grad, Widowed, Black, Male,40, <=50K
43, Local-gov, Masters, Divorced, White, Male,40, <=50K
21, Private, HS-grad, Never-married, Black, Male,40, <=50K
45, Private, HS-grad, Never-married, White, Male,40, <=50K
53, Local-gov, HS-grad,Married, White, Female,50, >50K
41, Private, Prof-school,Married, White, Male,50, >50K
53, Private, Some-college,Married, White, Male,50, >50K
38, Private, Masters,Married, White, Male,35, >50K
31, Private, Bachelors,Married, White, Male,70, >50K
41, Private, HS-grad,Married, White, Male,35, <=50K
27, Private, Some-college,Married, White, Female,35, <=50K
41, Local-gov, Some-college,Married, White, Male,40, <=50K
36, Private, Prof-school, Divorced, White, Male,45, >50K
49, Private, Bachelors,Married, White, Female,40, >50K
20, Private, HS-grad, Never-married, White, Male,45, <=50K
30, Local-gov, HS-grad,Married, White, Male,40, >50K
21, Private, HS-grad, Never-married, White, Male,40, <=50K
40, Private, HS-grad, Widowed, White, Female,40, <=50K
35, Private, Bachelors,Married, White, Male,60, >50K
35, Private, Bachelors,Married, White, Male,50, <=50K
40, Private, Bachelors,Married, White, Female,40, <=50K
71, Private, Some-college, Never-married, White, Female,60, <=50K
28, Private, HS-grad, Divorced, Black, Male,35, <=50K
30, Private, HS-grad,Married, White, Male,40, <=50K
39, Private, HS-grad,Married, White, Female,40, >50K
62, Private, Some-college,Married, Asian-Pac-Islander, Male,40, >50K
37, Private, HS-grad, Never-married, White, Male,60, <=50K
23, Private, HS-grad, Never-married, Asian-Pac-Islander, Male,48, <=50K
39, Private, Bachelors,Married, White, Female,30, <=50K
45, Local-gov, Bachelors,Married, White, Male,50, >50K
59, Private, HS-grad, Widowed, White, Female,18, <=50K
49, Private, Bachelors,Married, White, Male,55, >50K
74, Federal-gov, HS-grad, Widowed, White, Male,17, <=50K
22, Private, Some-college, Never-married, White, Male,35, <=50K
32, Private, Some-college,Married, White, Male,55, <=50K
34, Private, Bachelors,Married, White, Male,50, >50K
59, Private, Bachelors,Married, White, Male,60, >50K
36, Private, Bachelors,Married, White, Male,50, >50K
53, Local-gov, HS-grad,Married, White, Male,45, <=50K
44, Private, Bachelors, Divorced, Black, Male,65, <=50K
39, Private, Bachelors,Married, White, Male,40, <=50K
47, Private, Bachelors,Married, Black, Female,35, >50K
52, Private, HS-grad, Divorced, White, Female,40, <=50K
34, Private, HS-grad, Never-married, Black, Female,35, <=50K
41, Private, HS-grad,Married, White, Male,40, <=50K
30, Private, Some-college, Never-married, White, Male,40, <=50K
44, Private, Bachelors,Married, Other, Male,40, <=50K
34, Private, Some-college, Never-married, White, Female,40, <=50K
29, Private, HS-grad, Never-married, White, Male,40, <=50K
48, Private, Some-college,Married, White, Male,40, >50K
38, Private, Bachelors,Married, White, Male,50, >50K
23, Private, Some-college, Never-married, Black, Female,20, <=50K
46, Local-gov, Bachelors, Never-married, White, Female,40, >50K
30, Private, HS-grad, Never-married, White, Male,55, <=50K
44, Private, Bachelors,Married, White, Male,50, >50K
31, Private, HS-grad, Divorced, White, Male,50, <=50K
19, Private, HS-grad, Never-married, White, Male,50, <=50K
34, Private, Bachelors,Married, White, Male,40, >50K
26, Private, HS-grad, Never-married, White, Male,40, <=50K
31, Private, Some-college, Never-married, White, Female,43, <=50K
31, Private, Bachelors,Married, White, Male,60, >50K
30, Private, Bachelors,Married, White, Male,40, <=50K
37, Private, HS-grad,Married, White, Male,40, >50K
30, Private, Bachelors, Never-married, Black, Male,50, >50K
38, Federal-gov, Masters,Married, White, Male,40, >50K
33, Private, HS-grad,Married, White, Male,50, >50K
52, Local-gov, Bachelors,Married, White, Male,40, >50K
58, Private, Some-college, Divorced, White, Female,46, <=50K
34, Local-gov, Masters, Never-married, White, Female,50, <=50K
35, Private, HS-grad,Married, White, Male,40, <=50K
59, Federal-gov, HS-grad,Married, White, Male,40, >50K
45, Private, Bachelors, Divorced, White, Female,40, <=50K
27, Private, Some-college, Never-married, White, Male,48, <=50K
31, Local-gov, Doctorate, Never-married, White, Male,50, >50K
45, Private, Some-college, Never-married, White, Male,50, <=50K
27, Private, Prof-school,Married, White, Male,40, <=50K
19, Private, HS-grad, Never-married, White, Male,20, <=50K
62, Private, Bachelors,Married, White, Male,50, >50K
43, Private, HS-grad, Divorced, White, Female,40, <=50K
22, Private, Some-college, Never-married, White, Female,60, <=50K
24, Private, HS-grad,Married, White, Male,45, <=50K
25, Private, Some-college, Never-married, Black, Female,40, <=50K
19, Private, Some-college, Never-married, White, Female,28, <=50K
61, Private, HS-grad,Married, White, Male,3, <=50K
47, Private, Bachelors,Married, White, Male,40, <=50K
37, Private, HS-grad, Divorced, White, Female,45, <=50K
27, Private, Some-college, Never-married, White, Male,44, <=50K
58, Private, HS-grad, Divorced, White, Female,40, <=50K
43, Private, HS-grad,Married, Black, Male,40, <=50K
36, Private, Some-college, Never-married, White, Female,35, <=50K
56, Private, Bachelors,Married, White, Male,50, <=50K
26, Private, HS-grad,Married, White, Male,55, <=50K
23, Private, Bachelors, Never-married, White, Female,38, <=50K
47, Local-gov, Some-college, Never-married, Black, Male,40, <=50K
45, Federal-gov, Some-college,Married, White, Male,40, >50K
26, Private, Some-college,Married, White, Male,60, <=50K
20, Private, HS-grad, Never-married, White, Male,40, <=50K
46, Private, Some-college, Never-married, White, Female,40, <=50K
37, Private, Some-college,Married, White, Male,45, <=50K
43, Private, Some-college,Married, White, Male,42, <=50K
59, Private, Masters, Widowed, White, Female,40, <=50K
39, Private, HS-grad, Divorced, White, Female,40, <=50K
32, Private, Some-college, Divorced, White, Female,54, <=50K
63, Private, Some-college,Married, White, Male,16, <=50K
45, Private, Bachelors,Married, White, Male,60, >50K
